elapsed_s,gpu_util_pct,mem_util_pct,mem_used_mb,mem_total_mb
846.816,0,0,22838,46068
847.844,0,0,22838,46068
848.870,0,0,22838,46068
849.897,0,0,22838,46068
850.923,0,0,22838,46068
851.950,0,0,22838,46068
852.976,0,0,22838,46068
854.003,0,0,22838,46068
855.031,0,0,22840,46068
856.056,0,0,22840,46068
857.084,0,0,22840,46068
858.110,0,0,22840,46068
859.137,0,0,22840,46068
860.163,0,0,22840,46068
861.190,0,0,22840,46068
862.216,0,0,22840,46068
863.241,0,0,22840,46068
864.266,0,0,22840,46068
865.292,0,0,22840,46068
866.318,0,0,22840,46068
867.346,0,0,22840,46068
868.372,0,0,22840,46068
869.398,0,0,22840,46068
870.423,0,0,22840,46068
871.449,0,0,22840,46068
872.479,100,94,26300,46068
873.507,99,100,36096,46068
874.535,0,0,43892,46068
875.562,0,0,43892,46068
876.589,0,0,43892,46068
877.617,0,0,43892,46068
878.643,0,0,43892,46068
879.670,0,0,43892,46068
880.697,0,0,43892,46068
881.723,0,0,43892,46068
882.748,0,0,43892,46068
883.775,0,0,43892,46068
884.800,0,0,43892,46068
885.826,0,0,43892,46068
886.851,0,0,43892,46068
887.876,0,0,43892,46068
888.900,0,0,43892,46068
889.925,0,0,43892,46068
890.950,0,0,43892,46068
891.974,0,0,43892,46068
892.999,0,0,43892,46068
894.024,0,0,43892,46068
895.049,0,0,43892,46068
896.074,0,0,43892,46068
897.269,0,0,43892,46068
898.295,0,0,43892,46068
899.321,0,0,43892,46068
900.345,0,0,43892,46068
901.370,0,0,43892,46068
902.394,0,0,43892,46068
903.419,0,0,43892,46068
904.444,0,0,43892,46068
905.469,0,0,43892,46068
906.494,0,0,43892,46068
907.523,0,0,43892,46068
908.549,0,0,43892,46068
909.573,0,0,43892,46068
910.598,0,0,43892,46068
911.622,0,0,43892,46068
912.647,0,0,43892,46068
913.672,0,0,43892,46068
914.696,0,0,43892,46068
915.720,0,0,43892,46068
916.746,0,0,43892,46068
917.772,0,0,43892,46068
918.797,0,0,43892,46068
919.823,0,0,43892,46068
920.848,0,0,43892,46068
921.872,0,0,43892,46068
922.898,0,0,43892,46068
923.923,0,0,43892,46068
924.949,0,0,43892,46068
925.974,0,0,43892,46068
926.999,0,0,43892,46068
928.025,0,0,43560,46068
929.051,0,0,43504,46068
930.076,0,0,43504,46068
931.102,0,0,43504,46068
932.127,0,0,43504,46068
933.153,0,0,43504,46068
934.177,0,0,43504,46068
935.203,0,0,43504,46068
936.229,0,0,43467,46068
938.531,0,0,0,46068
939.556,0,0,0,46068
940.582,0,0,0,46068
941.605,0,0,0,46068
942.631,0,0,0,46068
943.656,0,0,0,46068
944.680,0,0,0,46068
945.705,0,0,0,46068
946.743,0,0,0,46068
947.771,0,0,3,46068
948.796,0,0,3,46068
949.819,0,0,3,46068
950.847,0,0,3,46068
951.874,0,0,434,46068
952.900,0,0,434,46068
953.926,24,1,1178,46068
954.952,0,0,1178,46068
955.979,0,0,1664,46068
957.004,0,0,5120,46068
958.033,0,0,5120,46068
959.056,0,0,5120,46068
960.079,0,0,5120,46068
961.123,0,0,5120,46068
962.166,0,0,1472,46068
963.200,0,0,1472,46068
964.241,0,0,1472,46068
965.265,0,0,1472,46068
966.291,0,0,1472,46068
967.319,100,52,18320,46068
968.348,100,60,18320,46068
969.375,100,5,18322,46068
970.403,0,0,18322,46068
971.427,0,0,18322,46068
972.452,0,0,18322,46068
973.477,0,0,18322,46068
974.502,0,0,18322,46068
975.527,0,0,18322,46068
976.562,0,0,18322,46068
977.586,0,0,18322,46068
978.612,0,0,18322,46068
979.637,0,0,18322,46068
980.662,0,0,18322,46068
981.688,0,0,18322,46068
982.713,0,0,18322,46068
983.738,0,0,18322,46068
984.763,0,0,18322,46068
985.788,0,0,18322,46068
986.813,0,0,18322,46068
987.990,0,0,18322,46068
989.015,0,0,18322,46068
990.040,0,0,18322,46068
991.065,0,0,18322,46068
992.091,0,0,18322,46068
993.116,0,0,18322,46068
994.143,0,0,18322,46068
995.168,0,0,18322,46068
996.193,0,0,18322,46068
997.219,0,0,18322,46068
998.244,0,0,18322,46068
999.269,0,0,18322,46068
1000.294,0,0,18322,46068
1001.319,0,0,18322,46068
1002.343,0,0,18322,46068
1003.368,0,0,18322,46068
1004.396,0,0,18322,46068
1005.421,0,0,18322,46068
1006.446,0,0,18322,46068
1007.472,0,0,18322,46068
1008.497,0,0,18322,46068
1009.522,0,0,18322,46068
1010.549,100,75,18324,46068
1011.578,100,68,18324,46068
1012.605,100,70,18324,46068
1013.633,100,66,18324,46068
